,id_c,education_background_c,professional_experience_c,skills_c,gender_c,agg_perceived_foreign_c
1088,1088,"[{'institution': 'University Valencia Polytechnic', 'start_date': 'September 2020', 'end_date': 'June 2021', 'degree': 'Master In Business Management And Digital Transformationmba'}, {'institution': 'University Of Barcelona', 'start_date': 'January 2015', 'end_date': 'December 2016', 'degree': 'Master In Foreign Trade'}, {'institution': 'Udc', 'start_date': 'January 2000', 'end_date': 'December 2000', 'degree': 'Graduate In Cc Economic And Business'}]","[{'institution': 'Montfrisa', 'start_date': 'February 2023', 'end_date': 'Current', 'role': 'Logistics Operator', 'duration': '2 years, 1 months', 'duration_months': 25}, {'institution': 'Fica', 'start_date': 'August 2021', 'end_date': 'February 2022', 'role': 'Manager', 'duration': '6 months', 'duration_months': 6}, {'institution': 'Banco Santander  Banco Popular  Banco Pastor', 'start_date': 'January 2017', 'end_date': 'April 2021', 'role': 'Business Manager  Director', 'duration': '4 years, 3 months', 'duration_months': 51}, {'institution': 'Soprem Mechanical Engineering Safnern', 'start_date': 'August 1984', 'end_date': 'November 1993', 'role': 'Apprentice And Electromechanic', 'duration': '9 years, 3 months', 'duration_months': 111}]","['Attention', 'Microsoft Word', 'English', 'Resilience', 'Erp Management', 'Treasury', 'Communication', 'Customer Service', 'Management', 'Communications', 'Spanish', 'Reduction (Complexity)', 'Catalan', 'Sales', 'Microsoft Excel', 'French', 'Billing', 'Resolution Capacity', 'Microsoft Office', 'Registration']",Man,No
1089,1089,"[{'institution': 'University Of Barcelona', 'start_date': 'January 2015', 'end_date': 'December 2016', 'degree': 'Master In Foreign Trade'}, {'institution': 'Udc', 'start_date': 'January 2000', 'end_date': 'December 2000', 'degree': 'Graduate In Cc Economic And Business'}]","[{'institution': 'Intrum', 'start_date': 'February 2023', 'end_date': 'April 2024', 'role': 'Head Of Global Talent And Leadership Learning', 'duration': '1 year, 2 months', 'duration_months': 14}, {'institution': 'Payma Comunicaciones', 'start_date': 'May 1981', 'end_date': 'June 1995', 'role': 'Accounting', 'duration': '14 years, 1 months', 'duration_months': 169}]","['Sap Crm', 'Teamwork', 'Attention', 'Galician', 'English', 'Market Research', 'Petty Cash', 'Erp Management', 'Financial Management', 'Justice', 'Castilian', 'Professional Communication', 'Treasury', 'Accounting', 'Communication', 'Management', 'Spanish', 'Risk Analysis', 'Office Suite', 'Sales Records', 'Catalan', 'Research', 'Sales', 'Analytics', 'Automation', 'Filing', 'Construction', 'Collections', 'Planning', 'Agility', 'Active Listening', 'Indicators', 'Customer Relationship Management', 'French', 'Financial Accounting', 'Data Collection', 'Adaptability', 'Market Segmentation', 'Billing', 'Social Security', 'Resolution Capacity', 'Leadership Analysis', 'Microsoft Office', 'Bank Reconciliations', 'Human Capital', 'Leadership', 'Negotiation', 'Operations', 'Team Leadership', 'Assertiveness', 'Communications Management', 'Accounting Records', 'Decision Making', 'Settlement']",Man,No
1090,1090,"[{'institution': 'University Valencia Polytechnic', 'start_date': 'September 2020', 'end_date': 'June 2021', 'degree': 'Master In Business Management And Digital Transformationmba'}, {'institution': 'Udc', 'start_date': 'January 2000', 'end_date': 'December 2000', 'degree': 'Graduate In Cc Economic And Business'}]","[{'institution': 'Manpower Ett', 'start_date': 'April 2008', 'end_date': 'October 2023', 'role': 'Administrative Mortgage Back Office', 'duration': '15 years, 6 months', 'duration_months': 186}]","['Big Data', 'Microsoft Office', 'English', 'Typing', 'Accounting Management', 'Microstrategy', 'Accounting', 'Microsoft Powerpoint', 'Computer Science']",Woman,No
1091,1091,"[{'institution': 'Udc', 'start_date': 'January 2000', 'end_date': 'December 2000', 'degree': 'Graduate In Cc Economic And Business'}]","[{'institution': 'Piquer Asesores Sl', 'start_date': 'August 2023', 'end_date': 'Current', 'role': 'Administrative Officer', 'duration': '1 year, 7 months', 'duration_months': 19}, {'institution': 'Expoanoia Sa', 'start_date': 'January 2022', 'end_date': 'October 2022', 'role': 'Administrative Assistant', 'duration': '9 months', 'duration_months': 9}, {'institution': 'Piquer Asesores Sl', 'start_date': 'April 2017', 'end_date': 'September 2019', 'role': 'Administrator', 'duration': '2 years, 5 months', 'duration_months': 29}, {'institution': 'Esade Business And Law School', 'start_date': 'January 2009', 'end_date': 'September 2015', 'role': 'Head Of Front Office', 'duration': '6 years, 8 months', 'duration_months': 80}, {'institution': 'Fede Entertainment Espaa Sl', 'start_date': 'November 2000', 'end_date': 'February 2007', 'role': 'Accountant', 'duration': '6 years, 3 months', 'duration_months': 75}]",['Spanish'],Man,No
1092,1092,"[{'institution': 'University Valencia Polytechnic', 'start_date': 'September 2020', 'end_date': 'June 2021', 'degree': 'Master In Business Management And Digital Transformationmba'}, {'institution': 'Imes University', 'start_date': 'January 2000', 'end_date': 'December 2000', 'degree': 'Graduate In Economics'}]","[{'institution': 'National Netherlands', 'start_date': 'November 2021', 'end_date': 'Current', 'role': 'Financial Agent', 'duration': '3 years, 4 months', 'duration_months': 40}, {'institution': 'Nb Creacion Innovacion Y Gestion Sl', 'start_date': 'January 2017', 'end_date': 'November 2017', 'role': 'Financial Advisor', 'duration': '10 months', 'duration_months': 10}, {'institution': 'American Distribution De Venezuela  Better Home Products', 'start_date': 'November 2014', 'end_date': 'December 2016', 'role': 'Administration And Finance Manager', 'duration': '2 years, 1 months', 'duration_months': 25}, {'institution': 'Mapfre Insurance', 'start_date': 'January 1991', 'end_date': 'December 2001', 'role': 'Commercial Advisor', 'duration': '10 years, 11 months', 'duration_months': 131}]","['Commercial Banking', 'Billing', 'German', 'English', 'Auditing', 'Political Action Committee (Pac)', 'Project Management', 'Subsidies', 'Securities (Finance)', 'Mfg/Pro (Erp)', 'Operations', 'Accounting', 'Fixed Income', 'Management']",Man,No
1094,1094,"[{'institution': 'Udc', 'start_date': 'January 2000', 'end_date': 'December 2000', 'degree': 'Graduate In Cc Economic And Business'}]","[{'institution': 'Montfrisa', 'start_date': 'February 2010', 'end_date': 'Current', 'role': 'Logistics Operator', 'duration': '15 years, 1 months', 'duration_months': 181}]","['Sap Crm', 'Galician', 'English', 'Pneumatics', 'Welding', 'Literacy', 'Web Design', 'Accounting', 'Gardening', 'Customer Service', 'Consulting', 'Communications', 'Fiberglass', 'Telephony', 'Spanish', 'Catalan', 'Sales', 'Customer Satisfaction', 'Banking Services', 'Microsoft Excel', 'Production Line', 'Installation', 'Robotics', 'Mobile Telephony', 'Italian', 'French', 'Forklift Truck', 'Adaptability', 'Optics', 'Billing', 'Microsoft Office', 'Google Drive', 'Registration Evaluation Authorisation And Restriction Of Chemicals (Reach) Regulations', 'Data Control', 'Operations', 'Teaching', 'Sap Hana', 'Registration']",Man,No
1096,1096,"[{'institution': 'University Of Barcelona', 'start_date': 'January 2015', 'end_date': 'December 2016', 'degree': 'Master In Foreign Trade'}, {'institution': 'University Of Malaga', 'start_date': 'January 2000', 'end_date': 'December 2000', 'degree': 'Graduate In Economics'}]","[{'institution': 'Zavod Tri Three Institute', 'start_date': 'October 2014', 'end_date': 'Current', 'role': 'Project Manager', 'duration': '10 years, 5 months', 'duration_months': 125}, {'institution': 'Zavod Tri Three Institute', 'start_date': 'January 2011', 'end_date': 'August 2011', 'role': 'Project Manager', 'duration': '7 months', 'duration_months': 7}, {'institution': 'Randstad Employment Sa Ett', 'start_date': 'January 1996', 'end_date': 'September 2001', 'role': 'Data Recorder', 'duration': '5 years, 8 months', 'duration_months': 68}]","['Sap Crm', 'Attention', 'Galician', 'English', 'Agenda (Meeting)', 'Loans', 'Erp Management', 'Mfg/Pro (Erp)', 'Accounting', 'Communication', 'Microsoft Dynamics', 'Customer Service', 'Management', 'Jira', 'Income Tax', 'Financial Analysis', 'Spanish', 'Project Management', 'Political Action Committee (Pac)', 'Securities (Finance)', 'Electronics', 'Risk Prevention', 'Catalan', 'Sales', 'Commercial Banking', 'Human Capital Management (Hcm)', 'Operational Risk', 'Subsidies', 'Stock Control', 'Appraisals', 'Customer Relationship Management', 'Billing', 'Fixed Income', 'Real Estate', 'Resolution Capacity', 'Python (Programming Language)', 'Social Security', 'Office', 'German', 'Microsoft Office', 'Auditing', 'Registration Evaluation Authorisation And Restriction Of Chemicals (Reach) Regulations', 'Sage 50 (Accounting Software)', 'Truncation', 'Operations', 'Sap Erp']",Man,No
1098,1098,"[{'institution': 'University Valencia Polytechnic', 'start_date': 'September 2020', 'end_date': 'June 2021', 'degree': 'Master In Business Management And Digital Transformationmba'}, {'institution': 'Udc', 'start_date': 'January 2000', 'end_date': 'December 2000', 'degree': 'Graduate In Cc Economic And Business'}]","[{'institution': 'Montfrisa', 'start_date': 'February 2023', 'end_date': 'Current', 'role': 'Logistics Operator', 'duration': '2 years, 1 months', 'duration_months': 25}, {'institution': 'Engineer Box', 'start_date': 'August 1982', 'end_date': 'December 1995', 'role': 'Electrical Mechanicservice Technician', 'duration': '13 years, 4 months', 'duration_months': 160}]","['Billing', 'Microsoft Office']",Man,No
1100,1100,"[{'institution': 'Facex University Center', 'start_date': 'January 2014', 'end_date': 'December 2018', 'degree': 'Law Bachelor'}]","[{'institution': 'Towa International', 'start_date': 'June 2014', 'end_date': 'December 2023', 'role': 'Global Sourcing Trainee Procurement', 'duration': '9 years, 6 months', 'duration_months': 114}]","['Sap Crm', 'Teamwork', 'Supply Chain', 'Business Intelligence', 'English', 'Workforce Management', 'Global Sourcing', 'Project Cargo', 'Team Management', 'Operational Planning', 'International Trade', 'Service Quality', 'Customer Service', 'Problem Solving', 'Management', 'Data Analysis', 'Communications', 'Spanish', 'Zendesk', 'Customer Support', 'Customer Experience', 'Analytics', 'Power Bi', 'Forecasting', 'Planning', 'Active Listening', 'Indicators', 'Twilio', 'Customer Support Analyst', 'Microsoft Office', 'Agile Software Development', 'Leadership', 'Capacity Planning', 'User Experience', 'Agile Methodology', 'Operations', 'Dimensioning', 'Registration', 'Onboarding', 'Tariff']",Man,No
1102,1102,"[{'institution': 'University Valencia Polytechnic', 'start_date': 'September 2020', 'end_date': 'June 2021', 'degree': 'Master In Business Management And Digital Transformationmba'}, {'institution': 'University Of Barcelona', 'start_date': 'January 2015', 'end_date': 'December 2016', 'degree': 'Master In Foreign Trade'}, {'institution': 'University Of Malaga', 'start_date': 'January 2000', 'end_date': 'December 2000', 'degree': 'Graduate In Economics'}]","[{'institution': 'Bodegn Vandama And Berlaymont', 'start_date': 'June 2021', 'end_date': 'Current', 'role': 'Accountant', 'duration': '3 years, 9 months', 'duration_months': 45}, {'institution': 'Proscteser Company Legal Advice Sl', 'start_date': 'November 2002', 'end_date': 'September 2003', 'role': 'Accounting and personnel administrative', 'duration': '10 months', 'duration_months': 10}, {'institution': 'Smh Automobile Sa Car Manufacturing', 'start_date': 'October 1988', 'end_date': 'April 2001', 'role': 'Electrical Mechanic', 'duration': '12 years, 6 months', 'duration_months': 150}]","['Sap Crm', 'English', 'Loans', 'Mfg/Pro (Erp)', 'Accounting', 'Customer Service', 'Management', 'Jira', 'Income Tax', 'Financial Analysis', 'Spanish', 'Project Management', 'Securities (Finance)', 'Risk Prevention', 'Electronics', 'Sales', 'Commercial Banking', 'Human Capital Management (Hcm)', 'Operational Risk', 'Subsidies', 'Stock Control', 'Customer Relationship Management', 'Billing', 'Fixed Income', 'Real Estate', 'Python (Programming Language)', 'Office', 'German', 'Auditing', 'Registration Evaluation Authorisation And Restriction Of Chemicals (Reach) Regulations', 'Sage 50 (Accounting Software)', 'Truncation', 'Operations', 'Sap Erp']",Woman,No
1104,1104,"[{'institution': 'International University Of La Rioja', 'start_date': 'September 2009', 'end_date': 'June 2013', 'degree': 'Masters Degree In Early Childhood Education'}, {'institution': 'University Of Santiago De Compostela', 'start_date': 'September 1997', 'end_date': 'December 1997', 'degree': 'Graduate In Business Administration And Management'}]","[{'institution': 'Fragance King', 'start_date': 'August 2022', 'end_date': 'April 2024', 'role': 'Chief Accountant', 'duration': '1 year, 8 months', 'duration_months': 20}, {'institution': 'Kiara Financieros Cb', 'start_date': 'July 2017', 'end_date': 'April 2021', 'role': 'Financial Department Manager', 'duration': '3 years, 9 months', 'duration_months': 45}, {'institution': 'Egatur Sa', 'start_date': 'October 2016', 'end_date': 'June 2017', 'role': 'Accounting Manager', 'duration': '8 months', 'duration_months': 8}, {'institution': 'Lenda Gestin Sl', 'start_date': 'November 2000', 'end_date': 'February 2007', 'role': 'Accountant', 'duration': '6 years, 3 months', 'duration_months': 75}, {'institution': 'Banco Gallego Sa', 'start_date': 'May 1989', 'end_date': 'January 1995', 'role': 'Commercial Advisor', 'duration': '5 years, 8 months', 'duration_months': 68}]","['Commercial Management', 'Microsoft Excel', 'Collections', 'Microsoft Powerpoint', 'English', 'Microsoft Office', 'Billing', 'Self-Control', 'Typing', 'Rapidminer', 'Accounting Management', 'Reconciliation', 'Mfg/Pro (Erp)', 'Microstrategy', 'Accounting', 'Management', 'Computer Science']",Man,No
1106,1106,"[{'institution': 'University Of Vigo', 'start_date': 'September 2022', 'end_date': 'July 2023', 'degree': 'Master In Labor Management And Management'}, {'institution': 'Ventura Ccalamaqui School', 'start_date': 'February 2010', 'end_date': 'December 2014', 'degree': 'That And Bachelor'}]","[{'institution': 'Nortempo Ett', 'start_date': 'January 2018', 'end_date': 'December 2018', 'role': 'Loadingunloadingwarehouse Waiter', 'duration': '11 months', 'duration_months': 11}]","['Management Of Large Teams', 'Galician', 'English', 'Good Communication', 'Spanish', 'Castilian', 'Commercial Spirit', 'Office Suite Proficiency', 'Problem Resolution', 'Agility With Results']",Woman,No
